0	300	0.000028	
0	400	0.000051	
0	500	0.000081	
0	600	0.000118	
0	700	0.000161	
0	800	0.000213	
0	900	0.000270	
0	1000	0.000335	
0	1100	0.000430	
0	1200	0.000590	
0	1300	0.000753	
0	1400	0.000841	
0	1500	0.000931	
0	1600	0.001046	
0	1700	0.001149	
0	1800	0.001260	
0	1900	0.001379	
0	2000	0.001509	
0	2100	0.001639	
0	2200	0.001775	
0	2300	0.001915	
0	2400	0.002062	
0	2500	0.002205	
0	2600	0.002364	
0	2700	0.002541	
0	2800	0.002702	
0	2900	0.002868	
0	3000	0.003042	
0	3100	0.003217	
0	3200	0.003399	
0	3300	0.003588	
0	3400	0.003784	
0	3500	0.003989	
0	3600	0.004197	
0	3700	0.004414	
0	3800	0.004638	
0	3900	0.004868	
0	4000	0.005106	
0	4100	0.005350	
0	4200	0.005599	
0	4300	0.005854	
0	4400	0.006116	
0	4500	0.006385	
0	4600	0.006670	
0	4700	0.006977	
0	4800	0.007273	
0	4900	0.007582	
0	5000	0.007929	
0	5100	0.008295	
0	5200	0.008644	
0	5300	0.008985	
0	5400	0.009335	
0	5500	0.009679	
0	5600	0.010017	
0	5700	0.010359	
0	5800	0.010711	
0	5900	0.011069	
0	6000	0.011430	
0	6100	0.011801	
0	6200	0.012180	
0	6300	0.012564	
0	6400	0.012959	
0	6500	0.013378	
0	6600	0.013810	
0	6700	0.014224	
0	6800	0.014638	
0	6900	0.015060	
0	7000	0.015487	
0	7100	0.015922	
0	7200	0.016367	
0	7300	0.016819	
0	7400	0.017328	
0	7500	0.017793	
0	7600	0.018276	
0	7700	0.018752	
0	7800	0.019218	
0	7900	0.019705	
0	8000	0.020184	
0	8100	0.020671	
0	8200	0.021162	
0	8300	0.021658	
0	8400	0.022162	
0	8500	0.022696	
0	8600	0.023219	
0	8700	0.023746	
0	8800	0.024277	
0	8900	0.024819	
0	9000	0.025369	
0	9100	0.025921	
0	9200	0.026485	
0	9300	0.027051	
0	9400	0.027626	
0	9500	0.028222	
0	9600	0.028809	
0	9700	0.029400	
0	9800	0.030003	
0	9900	0.030609	
0	10000	0.031220	




1	100	0.000935	
1	200	0.000926	
1	300	0.000918	
1	400	0.000909	
1	500	0.000902	
1	600	0.000896	
1	700	0.000891	
1	800	0.000887	
1	900	0.000884	
1	1000	0.000883	
1	1100	0.000883	
1	1200	0.000885	
1	1300	0.000890	
1	1400	0.000896	
1	1500	0.000904	
1	1600	0.000915	
1	1700	0.000928	
1	1800	0.000943	
1	1900	0.000961	
1	2000	0.000981	
1	2100	0.001007	
1	2200	0.001033	
1	2300	0.001062	
1	2400	0.001093	
1	2500	0.001129	
1	2600	0.001167	
1	2700	0.001210	
1	2800	0.001259	
1	2900	0.001307	
1	3000	0.001359	
1	3100	0.001416	
1	3200	0.001474	
1	3300	0.001535	
1	3400	0.001600	
1	3500	0.001669	
1	3600	0.001741	
1	3700	0.001817	
1	3800	0.001898	
1	3900	0.001982	
1	4000	0.002070	
1	4100	0.002161	
1	4200	0.002270	
1	4300	0.002387	
1	4400	0.002585	
1	4500	0.002699	
1	4600	0.002812	
1	4700	0.002927	
1	4800	0.003061	
1	4900	0.003189	
1	5000	0.003317	
1	5100	0.003451	
1	5200	0.003590	
1	5300	0.003732	
1	5400	0.003879	
1	5500	0.004032	
1	5600	0.004198	
1	5700	0.004365	
1	5800	0.004532	
1	5900	0.004706	
1	6000	0.004884	
1	6100	0.005063	
1	6200	0.005259	
1	6300	0.005449	
1	6400	0.005643	
1	6500	0.005841	
1	6600	0.006045	
1	6700	0.006254	
1	6800	0.006469	
1	6900	0.006688	
1	7000	0.006917	
1	7100	0.007151	
1	7200	0.007396	
1	7300	0.007669	
1	7400	0.007918	
1	7500	0.008169	
1	7600	0.008428	
1	7700	0.008687	
1	7800	0.008953	
1	7900	0.009225	
1	8000	0.009502	
1	8100	0.009781	
1	8200	0.010068	
1	8300	0.010363	
1	8400	0.010667	
1	8500	0.010969	
1	8600	0.011276	
1	8700	0.011588	
1	8800	0.011905	
1	8900	0.012236	
1	9000	0.012568	
1	9100	0.012900	
1	9200	0.013239	
1	9300	0.013585	
1	9400	0.013934	
1	9500	0.014287	
1	9600	0.014646	
1	9700	0.015010	
1	9800	0.015381	
1	9900	0.015759	
1	10000	0.016141	




2	100	0.000475	
2	200	0.000473	
2	300	0.000470	
2	400	0.000468	
2	500	0.000466	
2	600	0.000464	
2	700	0.000462	
2	800	0.000460	
2	900	0.000459	
2	1000	0.000457	
2	1100	0.000455	
2	1200	0.000454	
2	1300	0.000453	
2	1400	0.000451	
2	1500	0.000450	
2	1600	0.000449	
2	1700	0.000448	
2	1800	0.000447	
2	1900	0.000446	
2	2000	0.000445	
2	2100	0.000444	
2	2200	0.000443	
2	2300	0.000443	
2	2400	0.000442	
2	2500	0.000441	
2	2600	0.000441	
2	2700	0.000441	
2	2800	0.000440	
2	2900	0.000440	
2	3000	0.000440	
2	3100	0.000440	
2	3200	0.000440	
2	3300	0.000440	
2	3400	0.000440	
2	3500	0.000440	
2	3600	0.000440	
2	3700	0.000441	
2	3800	0.000441	
2	3900	0.000441	
2	4000	0.000442	
2	4100	0.000442	
2	4200	0.000443	
2	4300	0.000444	
2	4400	0.000444	
2	4500	0.000445	
2	4600	0.000446	
2	4700	0.000447	
2	4800	0.000448	
2	4900	0.000449	
2	5000	0.000450	
2	5100	0.000451	
2	5200	0.000452	
2	5300	0.000453	
2	5400	0.000455	
2	5500	0.000456	
2	5600	0.000457	
2	5700	0.000459	
2	5800	0.000460	
2	5900	0.000462	
2	6000	0.000463	
2	6100	0.000465	
2	6200	0.000467	
2	6300	0.000468	
2	6400	0.000470	
2	6500	0.000472	
2	6600	0.000474	
2	6700	0.000476	
2	6800	0.000478	
2	6900	0.000480	
2	7000	0.000482	
2	7100	0.000484	
2	7200	0.000486	
2	7300	0.000488	
2	7400	0.000491	
2	7500	0.000493	
2	7600	0.000495	
2	7700	0.000498	
2	7800	0.000500	
2	7900	0.000503	
2	8000	0.000505	
2	8100	0.000508	
2	8200	0.000510	
2	8300	0.000513	
2	8400	0.000516	
2	8500	0.000519	
2	8600	0.000522	
2	8700	0.000525	
2	8800	0.000528	
2	8900	0.000530	
2	9000	0.000533	
2	9100	0.000536	
2	9200	0.000540	
2	9300	0.000543	
2	9400	0.000546	
2	9500	0.000549	
2	9600	0.000553	
2	9700	0.000556	
2	9800	0.000559	
2	9900	0.000562	
2	10000	0.000566	




3	100	0.000005	
3	200	0.000005	
3	300	0.000005	
3	400	0.000005	
3	500	0.000005	
3	600	0.000005	
3	700	0.000005	
3	800	0.000005	
3	900	0.000005	
3	1000	0.000005	
3	1100	0.000005	
3	1200	0.000005	
3	1300	0.000005	
3	1400	0.000005	
3	1500	0.000005	
3	1600	0.000005	
3	1700	0.000005	
3	1800	0.000005	
3	1900	0.000005	
3	2000	0.000005	
3	2100	0.000005	
3	2200	0.000005	
3	2300	0.000005	
3	2400	0.000005	
3	2500	0.000005	
3	2600	0.000005	
3	2700	0.000005	
3	2800	0.000005	
3	2900	0.000005	
3	3000	0.000005	
3	3100	0.000005	
3	3200	0.000005	
3	3300	0.000005	
3	3400	0.000005	
3	3500	0.000005	
3	3600	0.000005	
3	3700	0.000005	
3	3800	0.000005	
3	3900	0.000005	
3	4000	0.000005	
3	4100	0.000005	
3	4200	0.000005	
3	4300	0.000005	
3	4400	0.000005	
3	4500	0.000005	
3	4600	0.000005	
3	4700	0.000005	
3	4800	0.000005	
3	4900	0.000005	
3	5000	0.000005	
3	5100	0.000005	
